lat,lng,count
35.66540,139.69770,22
42.07700,-87.72090,3
42.27960,-71.12820,4
33.07570,-96.78270,2
45.52420,-122.66840,1
-26.38110,27.83760,1
48.18300,-122.11360,11
35.43430,139.64660,1
35.71460,139.77420,3
50.00270,8.27880,1
43.60460,1.44510,6
35.51980,139.43350,2
-22.89500,-47.04390,3
60.79170,11.06880,2
51.09590,13.73380,1
51.38030,8.08450,1
-36.85060,174.76790,51
1.30360,103.85540,3
23.11810,113.25390,1
9.96280,76.29640,1
-23.95750,-46.22780,1
33.68060,-117.66120,1
33.14940,-96.82800,6
-30.11690,-51.26580,6
63.39230,10.36440,1
38.89900,-77.19190,1
44.41170,26.04220,1
-41.00000,174.00000,5
48.80270,2.13730,2
-37.90620,145.03920,2
59.32470,18.05600,2
47.05230,7.63080,1
49.01800,12.14040,1
37.33880,-121.89160,3
47.54610,-122.37230,6
42.80100,-71.30850,2
40.30480,-3.74070,1
43.68900,-79.56350,2
46.56140,6.87500,4
48.83560,2.25490,1
48.25510,11.35940,3
42.69510,23.32500,1
-15.77920,-47.93410,1
52.99940,-1.13180,4
47.61500,-122.16190,1
51.50950,-0.09550,2
55.73860,37.60680,1
45.84630,4.85450,2
48.18330,17.03790,2
41.37720,2.08910,1
-6.17410,106.82960,1
52.38120,4.92630,1
50.06770,8.19570,1
50.73380,7.10420,1
48.77710,21.21160,1
49.83900,24.01910,2
51.47430,-0.09280,1
33.72330,73.04350,1
50.54710,15.88000,1
40.06220,-105.06530,1
49.47640,8.47730,1
47.46170,8.58680,3
55.65140,12.29260,1
57.79630,14.13760,2
48.30160,16.34360,5
41.16840,-73.84980,1
25.26330,55.30870,1
49.23580,16.53190,2
42.27830,-71.15930,4
48.89820,2.13010,1
49.34980,12.38750,2
59.43330,18.05000,2
25.03890,102.71830,1
49.23270,16.64420,1
-23.96130,-46.39100,1
52.34260,4.86310,1
47.18270,7.54980,1
-31.77000,-52.34100,1
47.54150,-122.39300,1
41.27760,-72.81150,2
53.40840,-2.83790,1
-10.98230,-37.10330,1
38.92080,-77.03600,2
42.33940,-122.84750,1
53.12760,18.02440,1
50.25250,9.29060,2
50.51450,12.13450,1
