lat,lng,count
51,7,1
21,106,4
52,6,1
49,13,8
34,-112,4
48,12,2
44,-79,2
53,13,2
-15,28,4
40,26,1
56,15,3
40,-105,5
36,-94,2
47,7,8
34,-118,10
46,6,1
51,17,13
46,21,5
54,-3,1
49,3,8
61,25,3
56,38,357
59,6,17
39,-85,14
41,-4,5
8,77,37
49,22,1
52,21,2
37,127,1
9,123,2
43,77,2
42,19,25
51,-1,5
32,35,10
38,-122,1
51,6,6
-34,19,1
5,7,1
37,29,1
42,-73,117
49,6,2
46,-121,57
34,-84,21
62,6,9
33,-80,3
-25,-54,8
38,22,2
49,2,5
-30,-51,35
-30,-51,7
28,-81,1
-1,-79,2
51,6,1
55,11,1
35,-82,37
40,3,2
49,-123,3
35,137,4
58,9,4
56,-4,5
48,8,85
51,2,2
-26,-55,2
37,3,6
48,8,1
42,-90,2
42,-71,3
51,7,1
52,5,4
46,14,4
39,-78,5
-12,-39,2
46,16,2
51,7,1
53,-3,1
45,8,3
37,127,2
32,35,17
23,89,17
57,38,1
49,2,10
21,-156,6
38,-122,3
49,13,2
33,-97,5
-29,-50,1
30,-96,2
43,22,5
44,18,10
57,14,3
52,0,1
11,78,4
41,17,3
52,-3,190
47,9,1
49,2,4
51,6,2
53,-1,3
47,13,5
39,-3,4
9,78,1
-19,-43,1
37,-6,5
59,18,1
48,19,5
51,6,6
50,8,5
30,-84,1
45,17,1
45,-74,2
49,21,14
41,14,90
49,18,2
51,7,1
-23,-50,4
-25,-52,1
30,-97,5
47,9,1
13,80,3
51,0,1
18,77,4
0,-78,1
46,9,1
36,11,1
21,-103,196
52,6,7
3,102,3
51,7,76
52,13,1
42,-94,1
-22,-49,3
38,-86,7
-20,-40,5
43,-2,1
43,-7,26
53,50,39
-7,107,1
-6,107,15
45,-76,124
52,5,5
52,7,8
38,24,2
52,4,1
42,13,2
39,-77,11
32,35,3
11,77,116
46,12,2
51,7,2
47,-92,26
23,73,23
-23,-48,3
-20,-55,11
3,102,4
51,3,1
50,14,4
47,9,1
20,-97,2
50,4,2
47,15,18
38,-77,2
33,-117,1
41,17,114
30,77,2
48,17,93
51,-1,1
45,20,53
37,-80,31
48,13,12
51,3,6
25,121,63
47,9,1
42,-74,25
45,5,1
36,140,2
50,20,1
56,37,13
60,23,5
47,7,2
55,-8,1
32,35,1
42,-9,1
44,5,1
-24,-47,80
52,7,9
51,8,22
46,-123,1
51,-1,1
5,-74,13
45,-93,1
44,11,44
35,-121,1
52,-1,1
-16,-47,1
26,-80,51
49,2,1
43,6,1
45,9,1
50,18,1
3,102,1
0,-78,6
17,78,15
7,-73,34
50,9,1
52,5,1
46,9,1
60,18,1
45,-123,66
51,7,1034
48,12,8
6,80,2
40,33,22
51,6,3
49,17,1
-27,-53,4
45,11,1
44,1,17
42,-4,21
36,140,8
9,-80,10
33,-97,3
49,18,11
52,10,234
1,104,1
14,101,328
19,-99,4
20,86,66
50,15,1
-13,-38,1
42,-71,3
27,-80,3
-28,153,1
13,78,3
52,0,1
49,9,1
48,17,4
32,-106,17
36,0,3
38,-122,3
46,16,2
12,-86,1
51,-1,2
42,-74,1
36,140,1
39,-75,1
60,11,235
37,-6,1
46,9,23
34,-118,6
49,2,4
57,15,2
51,10,5
45,8,94
-28,-54,1
-8,-75,1
57,61,2
33,-97,11
49,2,7
18,-77,23
42,-5,9
-30,-51,1
19,-99,1
42,2,2
36,-79,1
46,9,1
41,-9,84
-8,112,1
50,14,1
60,15,1
42,-89,1
7,80,1
51,11,15
43,-84,1
21,39,15
34,-7,37
42,-73,1
13,80,1153
49,3,1
23,76,32
50,17,29
50,19,1
61,28,1
27,81,3
53,10,7
46,-2,2
46,6,1
33,130,3
51,14,91
48,11,1
18,83,11
45,9,2
49,-1,1
50,3,1
50,9,3
48,12,4
42,19,74
17,-93,2
45,-74,17
51,9,3
34,-7,8
57,14,2
51,6,1
34,-85,2
-24,-46,3
33,-87,1
8,-82,2
39,-85,1
1,104,3
45,5,4
49,9,3
32,119,142
39,-7,1
-26,-50,1
-7,113,1
48,14,6
47,8,1
44,16,2
45,-76,4
13,79,6
36,140,2
34,-87,1
50,9,1
-22,-43,1
38,-122,3
37,-6,82
54,19,21
52,0,1
26,-80,7
40,-90,1
7,80,1
60,23,18
52,5,57
48,1,10
46,4,2
51,15,2
49,2,1
49,2,2
52,4,9
51,-3,1
45,-76,3
-26,-50,3
45,-64,5
19,99,5
8,-73,2
55,12,16
36,140,28
49,17,2
49,2,18
-20,-44,5
51,-1,29
28,-82,3
38,114,36
38,-122,6
22,114,1
48,8,1
49,14,38
47,-2,1
26,-80,1
-33,-60,37
46,6,1
49,11,3
46,9,2
44,7,9
48,9,5
35,140,49
48,-4,4
52,9,1
50,2,1
52,7,2
42,14,7
48,-123,8
49,2,9
43,5,22
49,17,5
41,-74,4
40,-3,10
53,-3,2
47,-122,1
52,8,5
-35,-55,22
61,24,6
48,11,3
30,-91,20
49,3,3
34,-117,21
38,115,33
38,-2,1
36,-6,67
34,36,50
51,4,38
-37,-57,2
49,17,4
-23,-46,2
39,-9,1
34,-81,3
33,-112,2930
39,-77,19
38,-122,1
9,77,3
-9,-41,2
29,-82,5
50,9,1
60,25,2
24,58,2
48,-124,4
50,7,1
13,78,498
15,121,13
43,-88,2
51,7,1
19,-96,2
38,0,6
42,-6,1
48,23,4
41,-90,1
0,-79,2
52,0,4
60,25,1
41,-4,2
11,107,1
33,-117,2
52,4,1
54,10,3
47,-2,82
51,5,4
51,7,34
56,38,1
49,19,1
40,-86,4
37,-122,5
56,38,2
38,20,5
44,7,3
-23,-47,2
-1,-49,1
51,7,1
41,17,13
63,30,3
39,0,1
7,80,1
42,25,35
10,-84,1
47,8,4
45,5,3
35,139,16
-28,-49,2
63,10,89
50,18,1
50,14,3
-12,-43,1
12,78,1
41,-105,2284
39,-91,1
26,-80,2
47,9,1
-8,-35,59
32,-106,62
47,11,10
47,-122,2
36,140,95
50,3,1
40,-8,3
60,25,11
46,-74,2
48,11,1
47,9,1
41,2,1
48,2,16
-21,-49,1
46,10,31
51,5,2
49,8,3
49,9,10
48,14,5
54,-3,3
51,3,12
38,24,1
28,77,3
41,-9,1
-24,-52,1
24,87,4
49,3,5
56,8,23
25,83,3
39,-77,12
46,16,2
37,-93,5
52,14,3
-7,107,1
51,31,1
40,-3,1
19,73,2193
-26,-55,1
-34,-59,27
41,-73,3
36,-87,1
52,21,4
36,140,1
53,13,2
53,7,7
50,3,3
4,12,3
32,35,3
-10,-37,1
49,2,1
15,-91,1
49,-123,2
55,-7,1
45,-93,2
59,18,1
49,18,1
52,6,8
51,6,2
42,2,26
42,-71,4
22,114,1
49,9,1
46,7,1
-23,-51,2
1,35,1
51,4,1
50,31,2
8,123,4
44,4,9
-29,-52,1
45,-123,354
-23,-42,11
50,9,122
52,12,2
48,17,2
39,-120,1
39,-77,213
-21,-48,5
51,-1,14
18,83,9
42,-84,39
44,-80,1
40,-84,1
50,11,20
49,2,6
42,-72,8
49,13,2
37,127,29
52,-1,1
32,36,7
58,12,15
52,6,7
-7,107,7
52,7,4
60,25,3
50,7,6
45,6,10
51,14,3
54,10,9
40,41,5
52,5,1
-26,-49,1075
5,-74,255
41,-8,3
32,-95,3
48,12,16
55,-6,1
42,-71,4
-8,-42,1
47,16,1
47,-2,1
52,5,1
-33,152,1
49,-122,16
65,12,1
33,-117,3
56,38,3
32,35,27
35,-82,2
36,-115,3
52,7,3
50,19,4
50,14,1
-4,-39,61
52,5,13
49,10,13
52,13,2
15,121,82
29,-14,3
36,140,12
36,-79,2
46,3,1
45,-73,2
53,32,1
41,-86,1
45,11,2
50,31,1
57,10,53
-23,-43,115
40,-84,1
38,-1,22
-27,28,16
46,6,34
39,-90,4
49,21,192
38,-78,1
55,10,71
48,18,1
21,106,14
43,-2,2
59,50,2
51,12,1
11,76,10
33,-97,11
52,5,1
10,-67,6
43,0,12
29,-98,1584
49,8,1
40,26,7
34,-84,8
44,22,1
48,12,1
49,9,19
45,20,1
53,-1,4
48,14,6
50,-97,17
-5,-37,1
7,4,12
46,5,1
26,-100,9
48,-122,11
52,31,7
49,13,11
42,13,1
53,-1,2
50,9,1
46,-73,2
-27,-48,1
37,10,6
41,-82,1
51,30,1
8,98,16
36,140,1
-37,175,2
-27,-49,4642
-32,116,20
52,5,1
27,-82,6
49,1,1
18,80,3
42,-88,11
48,14,10
42,13,1
8,-81,2
49,2,1050
3,102,8
59,18,6
-24,-47,1
3,101,10
50,16,9
51,6,5
37,8,4
39,117,3
44,4,12
47,8,1
19,-71,2
49,2,1
37,15,7
34,-84,43
22,114,1
-7,107,1
49,-123,8
49,1,1
51,7,7
40,-77,12
43,6,8
15,121,3
33,-97,7
10,106,4
5,-74,1
49,17,1
41,-85,1
47,13,22
46,-74,4
52,-1,1
48,8,1
46,19,1
-25,-49,2
35,138,2
51,14,1
33,-112,27
34,-84,42
44,11,135
49,8,1
52,0,1
63,30,5
52,8,2
32,35,10
49,8,1
-19,48,12
-27,153,44
47,-92,1
44,14,2
36,-79,27
52,8,4
58,14,5
32,35,10
41,-9,2
22,114,524
36,140,4
1,104,1
38,-122,56
43,21,3
29,-95,9
44,-80,4
51,7,1
49,3,13
40,-75,42
-2,-80,30
40,-112,51
51,21,2
49,3,1
27,88,9
21,76,14
51,3,31
14,75,1
59,17,3
47,9,2
51,4,2
52,6,1
48,7,9
-33,-71,225
49,9,58
44,-79,46
19,73,3
59,18,2
45,-93,5
43,-71,10
19,73,2
46,5,1
28,-16,1
48,26,1
50,17,1
27,89,6
52,11,2
50,3,17
25,47,63
53,10,1
26,-80,15
4,10,3
51,3,3
-8,-35,8
46,9,4
21,106,7
42,21,1
56,14,3
3,102,10
58,40,2
8,98,13
48,12,7
26,-100,1
52,21,2
42,-9,22
49,9,4
46,17,1
57,-2,33
40,-105,7
51,7,1
-24,-48,1
37,10,3887
45,6,3
49,1,1
51,1,1
52,10,3
52,9,34
49,11,8
47,-92,66
48,-2,5
-7,-39,7
60,18,4
19,73,8
39,-9,7
-23,-48,2
18,-71,2
36,140,3
48,17,2
40,-8,7
-33,-61,1
50,22,1
44,-79,12
-8,-46,1
48,17,7
49,9,1
43,-74,1
34,73,2
49,-123,2
28,85,12
37,-122,3
-28,-52,100
49,-123,9
46,9,21
40,-105,5
45,12,9
36,139,3
42,-74,1370
21,81,6
26,92,2
42,-90,8
44,5,2
52,24,17
1,104,1
47,19,12
-16,-56,1
40,50,1
48,10,1
36,140,4
52,5,12
20,-99,1
-35,-59,4
11,76,3
54,10,6
42,-71,3
41,-98,13
37,-87,10
30,-90,1
37,15,2
-12,-77,94
56,13,5
49,8,2
49,2,20
47,-2,1
46,19,3
49,-123,1
60,10,30
29,-82,5
28,-15,104
53,0,1
47,8,5
49,19,2
37,-4,2
-29,-52,8
50,9,2
32,120,7
52,12,1
42,-71,11
49,9,7
35,140,1
51,14,1
-27,-53,2
52,4,6
49,21,17
21,110,10
39,0,6
39,-120,2
44,10,7
53,-2,32
47,13,4
-37,-73,5
54,-2,3
43,20,1
42,-88,1
17,78,2
-10,-48,24
53,7,1
48,13,1
45,19,112
51,2,1
51,12,1
48,16,15
42,19,1
53,10,1
-30,-51,2
40,-4,4
-22,-48,11
50,24,32
38,-122,19
56,10,45
38,-122,120
44,12,3
48,8,2
13,80,11
48,12,27
53,8,2
25,82,1
54,10,1
36,140,24
28,-82,13
39,-99,2
48,12,2
39,-77,1
58,14,1
46,14,2
48,26,1
51,3,1
-1,37,98
48,12,14
31,76,1
-28,-49,2
48,10,30
28,-83,6
16,80,2
3,102,129
-16,-48,2
47,28,1
-27,-56,6
50,8,1
35,136,2
-1,100,1
53,10,12
43,2,1
49,9,648
44,4,2
47,1,4
35,11,82
60,13,1
-22,-55,1
58,12,3
51,4,11
52,19,25
42,-6,12
48,20,1
45,21,7
44,11,3
51,9,5
37,-6,1
59,17,109
-28,-49,1
46,12,1
47,2,1
52,13,1
10,76,1
40,-8,3
52,0,3
15,-92,5
10,124,1
34,-84,83
47,8,5
51,9,2
40,-4,1
50,9,933
46,9,7
31,30,5
49,18,1
10,76,2
37,138,4
37,-4,9
52,9,12
49,9,3
51,-3,5
46,9,3
38,-122,20
43,-81,13
54,-2,9
49,-123,8
34,-84,4
39,0,1
14,-89,2
47,8,1
-39,-73,3
42,13,2
48,8,16
12,-16,9
56,10,21
43,5,82
31,77,8
43,6,1
45,-94,1
21,106,1
19,73,1
52,17,96
44,1,2
38,-86,17
52,7,1
-23,-47,1
46,9,1
58,16,1
51,10,13
49,19,18
61,17,43
61,16,1
44,10,1
52,9,11
51,12,65
54,11,1
40,-76,2
49,7,14
55,12,1
40,-4,6
39,-77,7
51,7,2
51,6,11
53,9,106
52,9,3
51,10,23
47,-119,464
49,9,7
30,31,203
55,38,1
53,23,2
33,-97,4
54,14,26
49,2,1
29,79,1
10,-84,3
41,-96,1061
19,-99,10
40,-4,20
19,-100,2
13,-8,3
36,-84,4
43,5,2
54,-3,32
45,9,2
-16,-48,1
47,8,4
52,8,1
13,78,16
22,114,7
52,5,2
53,6,3
-33,-71,1
51,19,1
53,8,4
51,1,1
47,8,1
42,13,5
22,114,2
37,-122,8234
49,9,3
48,17,1
49,2,1
-33,-61,3
47,9,1
45,-1,4
29,78,1
45,-1,44
13,78,1
-12,-77,262
47,9,1
42,2,2
50,3,1
50,14,2
29,77,17
-22,-46,7
40,-105,21
51,1,2
40,-4,2
58,12,622
40,17,4
45,10,6
34,-118,20
52,5,1
54,10,5
10,78,2
13,80,14
-35,-58,10
-30,-51,62
0,-79,57
29,77,10
52,5,11
42,-73,5
5,100,1
37,11,1
56,13,1
52,7,1
48,8,22
41,-74,2
47,-71,2
28,77,27
52,0,1
48,14,1
11,76,18
36,11,1
46,-74,206
-32,-69,4
49,2,3
40,-75,1
51,3,6
43,-8,3
36,-94,148
35,136,32
39,-78,246
51,0,4
50,19,8
38,24,17
-27,-54,2
37,-76,7
27,-83,1
63,22,5
48,12,2
49,9,1
36,-79,2
47,7,7
66,14,6
15,-17,2
50,22,1
53,84,6
9,-76,2
51,7,20
54,-2,1
66,13,20
-6,107,9
47,8,6
45,20,1
53,-1,39
50,8,64
50,0,3
48,16,42
37,-120,3
38,-78,1
-24,-47,2
40,-105,2
43,-71,5
47,8,3
43,-71,1
28,77,13
43,-79,2
32,35,7
39,0,2
49,2,1
40,-105,144
47,2,3
30,77,4
46,26,7
49,2,1
40,-9,4
36,14,5
45,-69,1
-31,-64,3
41,2,1
50,7,10
38,24,4
53,11,1
7,80,23
46,14,39
-1,37,4
-19,147,6
52,12,1
49,17,3
47,7,3
34,36,17
39,-9,384
52,6,1
38,23,1
45,20,4
42,2,4
41,-9,3
46,6,48
33,-97,1
39,-9,2
39,-77,56873
55,24,5
51,10,2
51,9,3
59,16,7
38,-122,1
48,10,3
13,80,11
2,102,2
-7,108,2
19,74,1
1,104,1
-23,-47,4
49,2,1
26,-103,3
28,-16,22
34,-118,1
30,-87,10
27,-83,2
24,54,10
52,1,1
17,79,7
35,-81,4
-22,-45,6
30,-95,93
56,13,2
52,8,2
43,14,3
40,-105,1
44,-79,6
48,14,1
47,8,3
19,-99,15
42,25,1
42,-88,3
43,5,4
-34,151,2
-30,-51,72
55,30,1
50,16,1
56,13,1
42,-71,27
26,50,5
9,77,2
36,-84,12
49,16,44
49,1,1
58,13,9
23,114,163
-6,107,1
50,22,1
52,9,7
14,80,15
51,4,3
51,2,17
49,17,1
-37,-57,1
50,8,1
35,-81,2
49,0,1
47,15,1
-30,-50,1
52,11,6
41,-74,1
29,77,68
46,10,1
51,9,1
59,18,9
43,12,4
43,6,3
50,8,1
52,7,5
48,-1,4
19,73,15
19,74,223
49,15,1
46,6,10
50,9,5
48,-2,29
43,-81,23
49,9,1
25,122,289
44,-79,7
46,14,1
47,7,44
52,10,16
37,-5,3
40,-4,4
41,-82,1
50,6,52
49,15,4
48,3,1
34,-84,1
-22,-41,30
42,-88,4
53,-8,1
53,8,6
43,-80,1
45,8,3
43,-92,6
43,5,2
41,-81,3
56,13,31
48,10,2
47,7,35
49,18,1
43,-9,53
17,-97,6
37,-79,1
37,-122,195
52,6,1
52,5,7
35,-82,4
40,0,4
47,9,22
41,29,4
45,28,22
39,0,2
47,-71,14
36,-5,19
34,-5,42
64,-22,3424
10,-84,5
51,6,2
34,-116,87
49,2,1
53,5,10
38,-122,5
49,9,1
55,-2,12
38,113,1
-23,-43,4
40,-80,15
6,-76,79
43,-71,2
48,0,12
14,101,1
46,6,2961
-23,-50,1
51,4,12
56,12,1
52,0,1
52,5,10
36,10,6
48,-2,1
-25,-58,43
48,14,1
52,0,3
51,7,1
-24,-47,10
48,16,10
39,-4,2
30,31,26
52,0,5240
37,127,18
49,8,1
28,-17,13
-23,-50,7
56,10,10
47,-1,5
52,11,6
45,8,4
4,99,4
45,9,1
36,140,24349
32,35,1
42,-83,2
41,113,9
40,-80,21
-1,37,1
46,9,32
8,-72,6
-18,-48,1
55,12,3
38,13,6
43,5,1
48,24,1
41,2,1
42,13,560
34,-87,13
36,15,1
32,35,9
39,-75,1
40,-4,1
37,31,1
18,78,1
41,-97,3
40,-83,1
48,8,421
40,-75,1
50,14,324
35,114,2
53,-2,16
51,7,4
13,80,6
49,8,1
13,80,39
38,16,1
50,16,56
56,38,1
-15,-41,1
48,15,2
41,2,2
49,18,3
-26,-49,1
49,9,2
-33,-71,23
44,12,1
47,9,2
54,19,1
43,-88,3
47,7,1
50,6,3
30,-84,1
-34,-71,1
48,8,1
45,12,3
54,-6,1
52,5,1
47,9,1509
49,9,2
34,-84,1
11,-74,1
46,9,2
49,8,1
38,-122,22
-1,-79,8
48,10,4
51,9,13
47,9,12
49,12,2
-22,-43,12
25,121,45
3,-61,1
1,104,1
49,7,38
51,5,2
7,80,2
15,121,3
49,17,20
41,-75,7
22,114,48
14,101,2
51,12,1
51,9,3
56,13,1
13,108,2
35,-81,10
37,-80,3
25,55,2
39,-9,2
-26,-53,1
48,8,54
-29,-51,1
45,9,1
53,10,2
40,28,2
48,-122,2
60,23,14
-37,175,31
61,22,1
63,24,1
51,-3,52
43,-76,2
29,-81,40
1,104,2
54,-110,1
45,10,3
45,-76,3
60,11,2
38,24,12
43,-83,8
-37,-73,3
46,-72,1
44,-8,1
38,-121,2
-37,-59,89
42,-90,3
48,11,1
38,-78,1
43,3,2
48,8,4
42,-83,3
52,8,3
3,102,1
10,77,1
-20,-44,36
22,73,1
-27,-49,58
42,-88,1
48,9,5
42,-73,1
46,10,4
48,10,1
36,-81,1
-2,-80,4
47,-123,5
52,11,3
34,73,1
-20,-40,4
52,-1,3
34,-118,1
-24,-49,1
52,8,9
50,8,2
46,6,52
36,-94,34
49,7,44
45,11,2
41,-6,11
48,14,1
44,-79,5
42,-71,3
50,31,95
33,-97,1
49,16,5
43,-6,3
42,19,48
36,139,6
49,-123,58
34,-97,8
39,-105,32
47,7,1
21,79,2
37,-2,1
41,-9,3
51,7,7
-21,-43,1
60,22,13
56,13,37
52,7,2
11,107,1
41,-96,9
53,-8,1
41,-112,2
39,-85,30
50,30,2
51,4,1
42,2,1
-19,-48,10
27,-82,1
5,-74,1
-35,-59,3
45,-74,5
62,26,4
-34,-61,1
39,35,8
29,-82,9
41,-112,10
42,-71,3
41,-112,3
30,120,36
49,2,5
56,13,1
40,-75,13
45,-70,1
45,7,2
47,7,1
48,14,3
39,-95,45
48,8,6
53,5,10
42,2,3
23,120,2
49,2,3
52,7,8
50,11,1
51,5,31
51,12,2
43,23,95
39,-6,3
34,-118,2
49,0,13
31,121,22
51,6,1
42,2,1
53,-7,9
51,6,11
44,19,36
41,-4,1
47,19,132
50,10,3
42,-88,50708
46,5,1
49,2,1
51,12,1
28,-81,4
45,5,1
30,-98,4
58,17,1
25,55,5
51,0,3971
57,41,15
28,77,1
60,12,5
21,81,5
51,6,3
43,-74,5
50,7,4
38,16,1
42,-71,49
39,9,2
48,16,7
36,-92,1
38,-80,1
45,14,1
14,79,2
51,6,1
7,126,7
21,-103,4
13,77,1
-18,-42,1
42,-71,1
34,-95,1
22,114,18
51,-2,1
-34,-59,5
50,31,1
26,-80,2
39,-78,5
38,-5,1
59,18,9
51,27,2
41,2,1
52,5,44
54,-1,1
36,-115,66
35,139,4
44,-1,1
-34,151,1
53,-2,3
32,35,3
26,-100,10
48,12,1
36,-79,2
-30,-54,1
39,-9,1
34,-85,1
49,11,1
53,13,26961
31,-98,10
15,-89,1
52,6,8
47,1,10
36,139,8
-34,-59,124
44,-6,5
47,14,3
48,9,3
47,8,1
52,-2,2
44,16,1
43,-8,1
55,73,4
36,-82,1
43,-3,13
50,9,5
42,3,2
-23,-43,32
50,9,1
46,7,4
49,7,1
49,12,1
30,121,19
-20,-40,3
37,-94,5
13,78,1
62,130,5
49,2,8
49,11,1
-30,-51,17
-31,-64,1
50,3,1
54,10,73
51,-2,3
31,77,3
53,14,5
45,12,8
51,1,4
49,9,3
-19,-41,3
43,-82,3
32,35,11
40,-112,2
40,-74,1
13,78,1
-32,-61,4
48,12,1
13,101,1
37,31,1
49,7,13
28,-81,1
21,-100,71
22,87,37
54,-3,1
23,85,23
42,3,3
53,15,4
35,-107,12
55,-113,2
47,-122,11
58,15,1
36,11,5
42,-90,1
53,-3,2
49,3,3
-26,-53,5
41,23,1
40,-76,12
55,9,109
52,6,3
51,4,254
-18,-49,2
38,-77,21
-35,-58,2
44,4,1
64,24,4
39,-77,1
40,-4,3
52,8,1
43,-71,10
-35,151,3
46,5,1
52,21,3
-7,108,65
34,-84,6
52,-114,1
-24,-46,32
42,13,13
52,7,84
43,-9,3
15,75,2
42,3,1
38,-122,1
-23,-46,4
40,-75,3
50,9,56
49,2,1
56,-3,1
48,-122,1
-23,-42,4
33,-97,24
60,25,6
26,73,5
-20,-40,2
-23,-47,4
54,-2,5
47,16,19
43,-72,5
42,14,3
50,24,1
35,-87,13
-4,-39,1
40,-76,1
41,2,2
44,1,18
52,4,10
25,82,3
31,-87,5
52,7,2
48,11,2
50,8,1
30,77,3
49,17,2
6,1,9
42,13,2
38,24,1
49,2,8
39,-77,1
37,28,4
38,-84,1
48,7,1
50,11,1
52,10,1
42,-71,10
48,107,111
24,91,2
31,-94,1
49,2,5
35,24,7
-34,-71,1
-13,-38,33
18,-93,1
50,24,4
0,33,86
44,7,1
45,6,1
48,16,1
13,80,6
-28,-54,1
52,9,4
52,6,4
44,1,9
52,9,2
35,-81,57
53,-9,4
24,121,16
48,8,1
43,12,3
34,73,7
-24,-47,5
51,11,4
50,9,1
-7,108,2
-20,-44,1
49,3,6
36,139,1
51,5,1
41,16,2
9,-84,1
-22,-48,41
56,12,4
10,124,14
41,-9,7
42,-88,1
52,21,19
41,2,184
-38,176,6
36,140,104
50,30,1
38,-1,2
48,-53,11
46,5,2
48,13,3
48,16,9
37,127,2
32,35,1
53,-1,1
29,77,3
30,-98,10
30,-96,29
34,-119,6
-24,-47,3
53,15,1
51,30,1
56,13,1
40,-105,1
44,13,1
-25,-49,2
53,9,3
40,-75,2
55,-7,1
49,12,10
37,-7,5
48,14,2
51,8,1
37,-122,6
61,6,255
47,9,26
49,2,3
47,1,3
19,74,86
-23,-47,1
38,24,12
-26,-55,6
-35,-59,3
50,8,2
52,7,1
-6,-38,1
-13,-74,5
39,-122,1
50,73,2
34,-7,13
40,-76,13
46,15,141
51,0,2
47,8,3
43,27,3
41,2,1
52,5,11
47,10,1
58,16,35
11,107,1
49,8,215
48,7,3
45,-94,1
43,-71,2
34,-8,297
43,-89,5
50,9,2
43,-78,63
52,5,2
47,8,3
